Year,Player,TM,ATT,RusYDS,RusY/A,RusTD,FL,G,TmRBWR,RYOE,RYOE/ATT,RYOE%,TGT,REC,RecYDS,Y/R,RecTD,Routes,Y/RR,Open,Catch,YAC,Overall,Snaps,Snaps/G,Rush%,Tgt%,Touch %,Util%,In5ATT,In5RushTD,In5Rush%,RusTD%,xRusTD%,In5REC,In5TG,In5RecTD,RecTD%,xRecTD%,significant_injury,position,gsis_id,birth_date,draft_round,draft_pick,rookie_season,last_season,age,year_signed,years,inflated_value,inflated_guaranteed,inflated_apy,pct_gtd_sign
2018,Devontae Booker,DEN,34.0,183.0,5.4,1.0,1.0,16.0,,,,,51.0,38.0,275.0,7.2,0.0,163.0,1.69,34.0,38.0,50.0,38.0,318.0,20.0,11.0,16.0,23.0,27.0,0.0,0.0,0.0,0.0294,0.0207,1.0,1.0,0.0,0.0,0.0169,0.0,RB,00-0032972,1992-05-27,4.0,136.0,2016.0,2021.0,26.26,2016.0,4.0,4.759204,0.743722,1.189801,0.156
2019,Devontae Booker,DEN,2.0,9.0,4.5,0.0,0.0,16.0,,,,,9.0,6.0,57.0,9.5,0.0,,,,,,,26.0,2.0,8.0,35.0,31.0,42.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0032972,1992-05-27,4.0,136.0,2016.0,2021.0,27.26,2016.0,4.0,4.759204,0.743722,1.189801,0.156
2020,Devontae Booker,LV,93.0,423.0,4.5,3.0,0.0,16.0,69.0,46.0,0.5,34.4,21.0,17.0,84.0,4.9,0.0,66.0,1.27,55.0,53.0,43.0,48.0,238.0,15.0,39.0,9.0,46.0,48.0,0.0,0.0,0.0,0.0323,0.024,1.0,1.0,0.0,0.0,0.0215,0.0,RB,00-0032972,1992-05-27,4.0,136.0,2016.0,2021.0,28.27,2020.0,1.0,1.591862,0.075984,1.591862,0.048
2021,Devontae Booker,NYG,145.0,593.0,4.1,2.0,0.0,16.0,71.0,-35.0,-0.24,39.2,45.0,40.0,268.0,6.7,1.0,157.0,1.71,55.0,58.0,44.0,51.0,519.0,32.0,28.0,9.0,36.0,37.0,5.0,1.0,0.556,0.0138,0.0182,1.0,1.0,1.0,0.0222,0.0209,0.0,RB,00-0032972,1992-05-27,4.0,136.0,2016.0,2021.0,29.26,2021.0,2.0,9.07726,3.300822,4.53863,0.364
2018,Dion Lewis,TEN,155.0,517.0,3.3,1.0,1.0,16.0,,-64.0,-0.41,34.2,67.0,59.0,400.0,6.8,1.0,218.0,1.83,69.0,56.0,49.0,59.0,600.0,38.0,26.0,11.0,36.0,37.0,5.0,1.0,0.227,0.0065,0.0153,0.0,0.0,0.0,0.0149,0.0186,0.0,RB,00-0028087,1990-09-27,5.0,149.0,2011.0,2020.0,27.93,2018.0,4.0,33.65553,9.773702,8.413883,0.29
2019,Dion Lewis,TEN,54.0,210.0,3.9,0.0,1.0,16.0,,,,,32.0,25.0,164.0,6.6,1.0,150.0,1.19,42.0,50.0,30.0,30.0,366.0,23.0,15.0,9.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0313,0.0297,0.0,RB,00-0028087,1990-09-27,5.0,149.0,2011.0,2020.0,28.93,2018.0,4.0,33.65553,9.773702,8.413883,0.29
2020,Dion Lewis,NYG,29.0,115.0,4.0,2.0,2.0,16.0,70.0,,,,30.0,19.0,127.0,6.7,1.0,146.0,0.87,49.0,52.0,30.0,34.0,304.0,19.0,10.0,10.0,16.0,19.0,3.0,2.0,0.176,0.069,0.0607,0.0,0.0,0.0,0.0333,0.0317,0.0,RB,00-0028087,1990-09-27,5.0,149.0,2011.0,2020.0,29.93,2020.0,1.0,2.355499,0.0,2.355499,0.0
2018,Dontrell Hilliard,CLE,0.0,0.0,0.0,0.0,0.0,11.0,,,,,10.0,9.0,105.0,11.7,0.0,,,,,,,58.0,5.0,0.0,17.0,17.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0034253,1995-02-26,,,2018.0,2022.0,23.51,2018.0,3.0,2.908314,0.0017,0.969437,0.001
2019,Dontrell Hilliard,CLE,13.0,49.0,3.8,2.0,0.0,14.0,,,,,15.0,12.0,92.0,7.7,0.0,,,,,,,130.0,9.0,10.0,12.0,19.0,22.0,2.0,2.0,0.105,,,0.0,0.0,0.0,,,0.0,RB,00-0034253,1995-02-26,,,2018.0,2022.0,24.51,2018.0,3.0,2.908314,0.0017,0.969437,0.001
2020,Dontrell Hilliard,HOU,9.0,48.0,5.3,0.0,0.0,7.0,73.0,,,,1.0,1.0,2.0,2.0,0.0,,,,,,,22.0,3.0,41.0,5.0,45.0,45.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0034253,1995-02-26,,,2018.0,2022.0,25.51,2020.0,1.0,0.21701,0.0,0.21701,0.0
2021,Dontrell Hilliard,TEN,56.0,350.0,6.3,2.0,1.0,8.0,69.0,,,,26.0,19.0,87.0,4.6,0.0,,,,,,,198.0,25.0,28.0,13.0,38.0,41.0,1.0,0.0,0.059,0.0357,0.0253,0.0,0.0,0.0,0.0,0.0169,0.0,RB,00-0034253,1995-02-26,,,2018.0,2022.0,26.51,2021.0,1.0,0.315412,0.0,0.315412,0.0
2022,Dontrell Hilliard,TEN,22.0,145.0,6.6,0.0,0.0,12.0,71.0,,,,26.0,21.0,177.0,8.4,4.0,118.0,1.5,40.0,62.0,50.0,52.0,200.0,17.0,11.0,13.0,22.0,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0034253,1995-02-26,,,2018.0,2022.0,27.51,2022.0,1.0,1.717939,0.22062,1.717939,0.128
2018,Duke Johnson Jr.,CLE,40.0,201.0,5.0,0.0,0.0,16.0,,,,,62.0,47.0,429.0,9.1,3.0,232.0,1.85,49.0,62.0,43.0,49.0,461.0,29.0,9.0,13.0,19.0,22.0,0.0,0.0,0.0,0.0,0.005,1.0,2.0,1.0,0.0484,0.0403,0.0,RB,00-0032257,1993-09-23,3.0,77.0,2015.0,2022.0,24.94,2018.0,3.0,26.533476,10.125555,8.844492,0.382
2019,Duke Johnson Jr.,HOU,83.0,410.0,4.9,2.0,1.0,16.0,,,,,62.0,44.0,410.0,9.3,3.0,341.0,1.36,39.0,52.0,59.0,54.0,511.0,32.0,16.0,12.0,25.0,28.0,1.0,1.0,0.1,0.0241,0.0213,0.0,0.0,0.0,0.0484,0.0456,0.0,RB,00-0032257,1993-09-23,3.0,77.0,2015.0,2022.0,25.94,2018.0,3.0,26.533476,10.125555,8.844492,0.382
2020,Duke Johnson Jr.,HOU,77.0,235.0,3.1,1.0,2.0,11.0,73.0,,,,35.0,28.0,249.0,8.9,1.0,163.0,1.53,63.0,53.0,62.0,66.0,355.0,32.0,22.0,10.0,30.0,32.0,1.0,1.0,0.077,0.013,0.0132,0.0,0.0,0.0,0.0286,0.0363,0.0,RB,00-0032257,1993-09-23,3.0,77.0,2015.0,2022.0,26.94,2018.0,3.0,26.533476,10.125555,8.844492,0.382
2021,Duke Johnson Jr.,MIA,71.0,330.0,4.6,3.0,0.0,5.0,71.0,,,,5.0,4.0,41.0,10.3,0.0,,,,,,,149.0,30.0,48.0,3.0,50.0,51.0,3.0,1.0,0.176,0.0423,0.0373,0.0,0.0,0.0,0.0,0.0006,0.0,RB,00-0032257,1993-09-23,3.0,77.0,2015.0,2022.0,27.94,2021.0,1.0,0.415904,0.0,0.415904,0.0
2025,Dylan Sampson,CLE,65.0,175.0,2.7,0.0,1.0,15.0,70.0,,,,40.0,33.0,271.0,8.2,2.0,115.0,2.36,76.0,74.0,62.0,82.0,249.0,17.0,26.0,16.0,39.0,42.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.05,0.0401,0.0,RB,00-0040162,2004-09-14,4.0,126.0,2025.0,2026.0,20.96,2025.0,4.0,5.534835,1.003889,1.383709,0.181
2021,Elijah Mitchell,SF,207.0,963.0,4.7,5.0,0.0,12.0,70.0,57.0,0.28,39.0,20.0,19.0,137.0,7.2,1.0,138.0,1.41,42.0,74.0,70.0,76.0,441.0,40.0,47.0,5.0,51.0,51.0,5.0,3.0,0.385,0.0242,0.0219,0.0,0.0,0.0,0.05,0.0352,0.0,RB,00-0036567,1998-05-02,6.0,194.0,2021.0,2025.0,23.33,2021.0,4.0,6.046399,0.302969,1.5116,0.05
2022,Elijah Mitchell,SF,45.0,279.0,6.2,2.0,0.0,5.0,71.0,,,,4.0,3.0,7.0,2.3,0.0,,,,,,,80.0,16.0,56.0,5.0,60.0,61.0,2.0,0.0,0.105,0.0444,0.0452,0.0,0.0,0.0,0.0,0.0362,1.0,RB,00-0036567,1998-05-02,6.0,194.0,2021.0,2025.0,24.33,2021.0,4.0,6.046399,0.302969,1.5116,0.05
2023,Elijah Mitchell,SF,75.0,281.0,3.7,2.0,0.0,11.0,69.0,,,,8.0,6.0,14.0,2.3,0.0,,,,,,,161.0,15.0,47.0,5.0,50.0,52.0,4.0,1.0,0.167,0.0267,0.0429,0.0,0.0,0.0,0.0,0.0226,0.0,RB,00-0036567,1998-05-02,6.0,194.0,2021.0,2025.0,25.33,2021.0,4.0,6.046399,0.302969,1.5116,0.05
2023,Emanuel Wilson,GB,14.0,85.0,6.1,0.0,0.0,7.0,70.0,,,,5.0,4.0,23.0,5.8,0.0,,,,,,,36.0,5.0,39.0,14.0,50.0,53.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0038797,1999-05-08,,,2023.0,2026.0,24.32,2023.0,1.0,1.004893,0.0,1.004893,0.0
2024,Emanuel Wilson,GB,103.0,502.0,4.9,4.0,0.0,17.0,71.0,74.0,0.73,43.1,14.0,11.0,48.0,4.4,1.0,,,,,,,263.0,15.0,39.0,5.0,43.0,44.0,5.0,3.0,0.179,0.0388,0.0341,0.0,0.0,0.0,0.0714,0.0469,0.0,RB,00-0038797,1999-05-08,,,2023.0,2026.0,25.32,2024.0,1.0,1.079084,0.0,1.079084,0.0
2025,Emanuel Wilson,GB,125.0,496.0,4.0,3.0,0.0,17.0,71.0,-27.0,-0.21,38.4,17.0,15.0,99.0,6.6,0.0,,,,,,,326.0,19.0,38.0,5.0,43.0,44.0,4.0,2.0,0.167,0.024,0.0244,0.0,0.0,0.0,0.0,0.0136,0.0,RB,00-0038797,1999-05-08,,,2023.0,2026.0,26.32,2025.0,1.0,1.11116,0.0,1.11116,0.0
2023,Emari Demercado,ARI,58.0,284.0,4.9,2.0,0.0,14.0,72.0,,,,30.0,21.0,119.0,5.7,0.0,143.0,0.83,28.0,40.0,30.0,21.0,292.0,21.0,20.0,10.0,27.0,30.0,1.0,0.0,0.067,0.0345,0.0236,0.0,0.0,0.0,0.0,0.0087,0.0,RB,00-0038705,1999-01-20,,,2023.0,2026.0,24.61,2023.0,3.0,3.631014,0.09379,1.210338,0.026
2024,Emari Demercado,ARI,24.0,223.0,9.3,1.0,0.0,13.0,72.0,,,,20.0,16.0,104.0,6.5,0.0,,,,,,,164.0,13.0,15.0,12.0,24.0,27.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0038705,1999-01-20,,,2023.0,2026.0,25.62,2023.0,3.0,3.631014,0.09379,1.210338,0.026
2025,Emari Demercado,ARI,44.0,312.0,7.1,0.0,1.0,13.0,71.0,,,,20.0,13.0,101.0,7.8,1.0,,,,,,,196.0,16.0,22.0,10.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0075,1.0,1.0,0.0,0.05,0.0582,0.0,RB,00-0038705,1999-01-20,,,2023.0,2026.0,26.61,2023.0,3.0,3.631014,0.09379,1.210338,0.026
2021,Eno Benjamin,ARI,34.0,118.0,3.5,1.0,0.0,8.0,70.0,,,,7.0,6.0,42.0,7.0,0.0,,,,,,,92.0,12.0,37.0,8.0,43.0,45.0,0.0,0.0,0.0,0.0294,0.0199,0.0,0.0,0.0,0.0,0.0087,0.0,RB,00-0036383,1999-04-13,7.0,222.0,2020.0,2023.0,22.39,2020.0,4.0,5.163431,0.156095,1.290858,0.03
2022,Eno Benjamin,NO,77.0,313.0,4.1,2.0,0.0,13.0,71.0,,,,34.0,25.0,193.0,7.7,0.0,157.0,1.23,47.0,41.0,44.0,40.0,335.0,26.0,23.0,10.0,30.0,33.0,3.0,1.0,0.214,0.026,0.0269,0.0,0.0,0.0,0.0,0.0119,0.0,RB,00-0036383,1999-04-13,7.0,222.0,2020.0,2023.0,23.39,2020.0,4.0,5.163431,0.156095,1.290858,0.03
2018,Ezekiel Elliott,DAL,304.0,1434.0,4.7,6.0,1.0,15.0,,135.0,0.45,41.1,95.0,77.0,567.0,7.4,3.0,313.0,1.97,49.0,60.0,53.0,58.0,890.0,59.0,34.0,11.0,43.0,45.0,11.0,2.0,1.0,0.0197,0.0224,0.0,0.0,0.0,0.0316,0.0328,0.0,RB,00-0033045,1995-07-22,1.0,4.0,2016.0,2024.0,23.11,2016.0,4.0,48.41147,48.41147,12.102869,1.0
2019,Ezekiel Elliott,DAL,301.0,1357.0,4.5,12.0,2.0,16.0,,119.0,0.4,46.1,71.0,54.0,420.0,7.8,2.0,325.0,1.29,49.0,26.0,55.0,42.0,937.0,59.0,32.0,8.0,38.0,40.0,18.0,10.0,1.0,0.0399,0.0389,0.0,0.0,0.0,0.0282,0.0299,0.0,RB,00-0033045,1995-07-22,1.0,4.0,2016.0,2024.0,24.11,2019.0,6.0,144.038257,44.895344,24.006376,0.312
2020,Ezekiel Elliott,DAL,244.0,979.0,4.0,6.0,5.0,15.0,70.0,8.0,0.03,42.7,71.0,52.0,338.0,6.5,2.0,230.0,1.47,49.0,37.0,45.0,39.0,777.0,52.0,31.0,9.0,38.0,41.0,25.0,4.0,0.893,0.0246,0.0388,0.0,0.0,0.0,0.0274,0.0227,0.0,RB,00-0033045,1995-07-22,1.0,4.0,2016.0,2024.0,25.11,2019.0,6.0,144.038257,44.895344,24.006376,0.312
2021,Ezekiel Elliott,DAL,237.0,1002.0,4.2,10.0,1.0,17.0,73.0,-45.0,-0.19,38.0,65.0,47.0,287.0,6.1,2.0,305.0,0.94,32.0,43.0,39.0,31.0,809.0,48.0,29.0,8.0,35.0,37.0,14.0,7.0,0.875,0.0422,0.0377,4.0,4.0,2.0,0.0308,0.041,0.0,RB,00-0033045,1995-07-22,1.0,4.0,2016.0,2024.0,26.11,2019.0,6.0,144.038257,44.895344,24.006376,0.312
2022,Ezekiel Elliott,DAL,231.0,876.0,3.8,12.0,0.0,15.0,73.0,-77.0,-0.34,38.6,23.0,17.0,92.0,5.4,0.0,215.0,0.5,59.0,36.0,28.0,28.0,558.0,37.0,41.0,4.0,44.0,46.0,19.0,9.0,0.731,0.0519,0.0472,0.0,0.0,0.0,0.0,0.0087,0.0,RB,00-0033045,1995-07-22,1.0,4.0,2016.0,2024.0,27.11,2019.0,6.0,144.038257,44.895344,24.006376,0.312
2023,Ezekiel Elliott,NE,184.0,642.0,3.5,3.0,1.0,17.0,68.0,-71.0,-0.39,41.8,65.0,51.0,313.0,6.1,2.0,200.0,1.56,42.0,67.0,47.0,53.0,539.0,32.0,34.0,12.0,44.0,46.0,5.0,2.0,0.625,0.0163,0.0182,0.0,0.0,0.0,0.0308,0.0215,0.0,RB,00-0033045,1995-07-22,1.0,4.0,2016.0,2024.0,28.11,2023.0,1.0,4.019573,1.473843,4.019573,0.367
2024,Ezekiel Elliott,DAL,74.0,226.0,3.1,3.0,1.0,15.0,73.0,,,,15.0,12.0,69.0,5.8,0.0,,,,,,,258.0,17.0,29.0,6.0,33.0,34.0,5.0,3.0,0.625,0.0405,0.0391,0.0,0.0,0.0,0.0,0.0081,0.0,RB,00-0033045,1995-07-22,1.0,4.0,2016.0,2024.0,29.11,2024.0,1.0,2.358653,1.916406,2.358653,0.813
2018,Frank Gore,MIA,156.0,722.0,4.6,0.0,0.0,14.0,,53.0,0.34,39.0,16.0,12.0,124.0,10.3,1.0,,,,,,,330.0,24.0,47.0,5.0,51.0,52.0,1.0,0.0,0.5,0.0,0.0057,0.0,0.0,0.0,0.0625,0.049,0.0,RB,00-0023500,1983-05-14,3.0,65.0,2005.0,2020.0,35.3,2018.0,1.0,1.878251,0.15298,1.878251,0.081
2019,Frank Gore,BUF,166.0,599.0,3.6,2.0,0.0,16.0,,-65.0,-0.4,32.3,16.0,13.0,100.0,7.7,0.0,,,,,,,372.0,23.0,45.0,4.0,48.0,49.0,11.0,2.0,0.846,0.012,0.0249,0.0,0.0,0.0,0.0,0.0025,0.0,RB,00-0023500,1983-05-14,3.0,65.0,2005.0,2020.0,36.3,2019.0,1.0,3.20085,0.800213,3.20085,0.25
2020,Frank Gore,NYJ,187.0,653.0,3.5,2.0,1.0,15.0,67.0,-92.0,-0.5,38.0,19.0,16.0,89.0,5.6,0.0,,,,,,,380.0,25.0,49.0,5.0,53.0,54.0,5.0,2.0,0.417,0.0107,0.0162,0.0,0.0,0.0,0.0,0.007,0.0,RB,00-0023500,1983-05-14,3.0,65.0,2005.0,2020.0,37.3,2020.0,1.0,1.595661,0.303935,1.595661,0.19
2018,Giovani Bernard,CIN,56.0,211.0,3.8,3.0,0.0,12.0,,,,,48.0,35.0,218.0,6.2,0.0,,,,,,,330.0,28.0,17.0,15.0,28.0,32.0,3.0,2.0,0.188,0.0536,0.0441,0.0,0.0,0.0,0.0,0.0058,0.0,RB,00-0030456,1991-11-22,2.0,37.0,2013.0,2022.0,26.78,2016.0,3.0,30.067624,9.699234,10.022542,0.323
2019,Giovani Bernard,CIN,53.0,170.0,3.2,0.0,1.0,16.0,,,,,43.0,30.0,234.0,7.8,0.0,,,,,,,443.0,28.0,12.0,10.0,19.0,22.0,1.0,0.0,0.063,0.0,0.0112,0.0,1.0,0.0,0.0,0.0169,0.0,RB,00-0030456,1991-11-22,2.0,37.0,2013.0,2022.0,27.78,2019.0,2.0,16.484378,3.20085,8.242189,0.194
2020,Giovani Bernard,CIN,124.0,416.0,3.4,3.0,1.0,16.0,71.0,-98.0,-0.8,33.6,59.0,47.0,355.0,7.6,3.0,205.0,1.73,46.0,47.0,59.0,55.0,518.0,32.0,24.0,11.0,33.0,35.0,6.0,2.0,0.4,0.0242,0.0273,1.0,1.0,1.0,0.0508,0.0444,0.0,RB,00-0030456,1991-11-22,2.0,37.0,2013.0,2022.0,28.78,2019.0,2.0,16.484378,3.20085,8.242189,0.194
2021,Giovani Bernard,TB,8.0,58.0,7.3,0.0,0.0,10.0,70.0,,,,29.0,23.0,123.0,5.3,3.0,98.0,1.65,33.0,46.0,38.0,32.0,138.0,14.0,6.0,21.0,22.0,27.0,0.0,0.0,0.0,,,1.0,1.0,0.0,,,0.0,RB,00-0030456,1991-11-22,2.0,37.0,2013.0,2022.0,29.78,2021.0,1.0,2.001123,1.402849,2.001123,0.701
2018,Gus Edwards,BAL,137.0,718.0,5.2,2.0,0.0,11.0,,46.0,0.34,41.9,2.0,2.0,20.0,10.0,0.0,,,,,,,285.0,26.0,48.0,1.0,49.0,49.0,2.0,0.0,0.118,0.0146,0.0157,0.0,0.0,0.0,0.0,0.0053,0.0,RB,00-0034184,1995-04-13,,,2018.0,2024.0,23.39,2018.0,3.0,2.916813,0.0034,0.972271,0.001
2019,Gus Edwards,BAL,133.0,711.0,5.3,2.0,1.0,16.0,,73.0,0.56,34.4,7.0,7.0,45.0,6.4,0.0,,,,,,,397.0,25.0,34.0,2.0,35.0,35.0,8.0,0.0,0.32,0.015,0.0248,0.0,0.0,0.0,0.0,0.0177,0.0,RB,00-0034184,1995-04-13,,,2018.0,2024.0,24.39,2019.0,1.0,0.912242,0.0,0.912242,0.0
2020,Gus Edwards,BAL,144.0,723.0,5.0,6.0,1.0,16.0,73.0,125.0,0.88,46.5,13.0,9.0,129.0,14.3,0.0,,,,,,,347.0,22.0,41.0,4.0,44.0,45.0,10.0,3.0,0.455,0.0417,0.0413,0.0,0.0,0.0,0.0,0.0117,0.0,RB,00-0034184,1995-04-13,,,2018.0,2024.0,25.39,2020.0,1.0,1.139758,0.0,1.139758,0.0
2021,Gus Edwards,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RB,00-0034184,1995-04-13,,,2018.0,2024.0,26.39,2021.0,3.0,20.438689,13.203288,6.812896,0.646
2022,Gus Edwards,BAL,87.0,433.0,5.0,3.0,1.0,9.0,77.0,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,159.0,18.0,55.0,1.0,55.0,56.0,2.0,2.0,0.182,0.0345,0.029,0.0,0.0,0.0,0.0,0.0155,0.0,RB,00-0034184,1995-04-13,,,2018.0,2024.0,27.39,2021.0,3.0,20.438689,13.203288,6.812896,0.646
2023,Gus Edwards,BAL,198.0,810.0,4.1,13.0,2.0,17.0,74.0,51.0,0.26,40.2,13.0,12.0,180.0,15.0,0.0,,,,,,,470.0,28.0,42.0,3.0,45.0,45.0,23.0,12.0,0.821,0.0657,0.0608,0.0,0.0,0.0,0.0,0.0027,0.0,RB,00-0034184,1995-04-13,,,2018.0,2024.0,28.39,2023.0,1.0,4.534078,3.081673,4.534078,0.68
2024,Gus Edwards,LAC,101.0,365.0,3.6,4.0,0.0,11.0,72.0,-50.0,-0.5,33.7,5.0,3.0,6.0,2.0,0.0,,,,,,,223.0,20.0,45.0,2.0,47.0,48.0,6.0,4.0,0.375,0.0396,0.0386,0.0,0.0,0.0,0.0,0.0025,0.0,RB,00-0034184,1995-04-13,,,2018.0,2024.0,29.39,2024.0,2.0,7.665623,3.980227,3.832811,0.519
2022,Hassan Haskins,TEN,25.0,93.0,3.7,0.0,0.0,14.0,71.0,,,,12.0,11.0,57.0,5.2,0.0,,,,,,,146.0,11.0,17.0,8.0,25.0,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0037617,1999-11-26,4.0,131.0,2022.0,2026.0,22.77,2022.0,4.0,6.296278,1.001408,1.574069,0.159
2023,Hassan Haskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RB,00-0037617,1999-11-26,4.0,131.0,2022.0,2026.0,23.76,2022.0,4.0,6.296278,1.001408,1.574069,0.159
2024,Hassan Haskins,LAC,34.0,89.0,2.6,2.0,1.0,15.0,72.0,,,,3.0,3.0,49.0,16.3,1.0,,,,,,,133.0,10.0,26.0,2.0,28.0,28.0,4.0,1.0,0.25,0.0588,0.0833,0.0,0.0,0.0,0.3333,0.1705,0.0,RB,00-0037617,1999-11-26,4.0,131.0,2022.0,2026.0,24.77,2022.0,4.0,6.296278,1.001408,1.574069,0.159
2024,Isaiah Davis,NYJ,30.0,174.0,5.8,1.0,0.0,14.0,68.0,,,,12.0,9.0,75.0,8.3,1.0,,,,,,,110.0,12.0,27.0,11.0,35.0,38.0,0.0,0.0,0.0,0.0333,0.0213,1.0,1.0,1.0,0.0833,0.0718,0.0,RB,00-0039798,2002-02-21,5.0,173.0,2024.0,2026.0,22.53,2024.0,4.0,5.040767,0.299874,1.260192,0.059
2025,Isaiah Davis,NYJ,43.0,236.0,5.5,1.0,0.0,16.0,71.0,,,,28.0,21.0,186.0,8.9,0.0,141.0,1.32,55.0,67.0,37.0,49.0,285.0,18.0,15.0,10.0,22.0,25.0,0.0,0.0,0.0,0.0233,0.019,0.0,0.0,0.0,0.0,0.0053,0.0,RB,00-0039798,2002-02-21,5.0,173.0,2024.0,2026.0,23.53,2024.0,4.0,5.040767,0.299874,1.260192,0.059
2022,Isiah Pacheco,KC,170.0,830.0,4.9,5.0,2.0,17.0,74.0,72.0,0.43,41.1,14.0,13.0,130.0,10.0,0.0,,,,,,,351.0,21.0,48.0,4.0,52.0,52.0,9.0,3.0,0.5,0.0294,0.0327,0.0,0.0,0.0,0.0,0.0074,0.0,RB,00-0037197,1999-03-02,7.0,251.0,2022.0,2026.0,23.5,2022.0,4.0,5.409315,0.114444,1.352329,0.021
2023,Isiah Pacheco,KC,205.0,935.0,4.6,7.0,1.0,14.0,75.0,91.0,0.45,40.0,49.0,44.0,244.0,5.5,2.0,298.0,1.02,63.0,90.0,31.0,58.0,568.0,41.0,36.0,9.0,44.0,45.0,9.0,5.0,0.818,0.0341,0.0328,1.0,2.0,0.0,0.0408,0.0439,0.0,RB,00-0037197,1999-03-02,7.0,251.0,2022.0,2026.0,24.5,2022.0,4.0,5.409315,0.114444,1.352329,0.021
2024,Isiah Pacheco,KC,83.0,310.0,3.7,1.0,0.0,7.0,73.0,,,,16.0,12.0,79.0,6.6,0.0,,,,,,,218.0,31.0,38.0,7.0,44.0,45.0,3.0,1.0,0.12,0.012,0.0175,1.0,1.0,0.0,0.0,0.0198,1.0,RB,00-0037197,1999-03-02,7.0,251.0,2022.0,2026.0,25.5,2022.0,4.0,5.409315,0.114444,1.352329,0.021
2025,Isiah Pacheco,KC,118.0,462.0,3.9,1.0,0.0,13.0,70.0,-48.0,-0.41,38.8,26.0,19.0,101.0,5.3,1.0,195.0,0.52,32.0,45.0,18.0,14.0,424.0,33.0,28.0,6.0,32.0,34.0,0.0,0.0,0.0,0.0085,0.0115,0.0,1.0,0.0,0.0385,0.0405,0.0,RB,00-0037197,1999-03-02,7.0,251.0,2022.0,2026.0,26.5,2022.0,4.0,5.409315,0.114444,1.352329,0.021
2018,Ito Smith,ATL,90.0,315.0,3.5,4.0,0.0,14.0,,-47.0,-0.54,35.6,32.0,27.0,152.0,5.6,0.0,122.0,1.25,60.0,64.0,22.0,37.0,311.0,22.0,29.0,10.0,38.0,39.0,4.0,1.0,0.308,0.0444,0.0387,0.0,0.0,0.0,0.0,0.0136,0.0,RB,00-0034378,1995-09-11,4.0,126.0,2018.0,2021.0,22.97,2018.0,4.0,5.236787,1.055342,1.309197,0.202
2019,Ito Smith,ATL,22.0,106.0,4.8,1.0,0.0,7.0,,,,,14.0,11.0,87.0,7.9,0.0,,,,,,,149.0,21.0,15.0,9.0,22.0,24.0,4.0,1.0,0.308,,,0.0,0.0,0.0,,,1.0,RB,00-0034378,1995-09-11,4.0,126.0,2018.0,2021.0,23.97,2018.0,4.0,5.236787,1.055342,1.309197,0.202
2020,Ito Smith,ATL,63.0,268.0,4.3,1.0,0.0,14.0,69.0,,,,26.0,17.0,75.0,4.4,0.0,103.0,0.73,39.0,45.0,35.0,31.0,225.0,16.0,28.0,12.0,36.0,40.0,1.0,0.0,0.063,0.0156,0.0166,0.0,0.0,0.0,0.0,0.0319,0.0,RB,00-0034378,1995-09-11,4.0,126.0,2018.0,2021.0,24.97,2018.0,4.0,5.236787,1.055342,1.309197,0.202
2018,J.D. McKissic,SEA,3.0,8.0,2.7,0.0,0.0,5.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,9.0,2.0,33.0,11.0,33.0,44.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0032602,1993-08-15,,,2016.0,2022.0,25.05,2018.0,1.0,1.070858,0.0,1.070858,0.0
2019,J.D. McKissic,DET,38.0,205.0,5.4,0.0,0.0,16.0,,,,,42.0,34.0,233.0,6.9,1.0,117.0,1.99,56.0,56.0,43.0,49.0,257.0,16.0,15.0,16.0,28.0,31.0,1.0,0.0,0.067,0.0,0.0112,0.0,1.0,0.0,0.0238,0.0215,0.0,RB,00-0032602,1993-08-15,,,2016.0,2022.0,26.05,2019.0,1.0,1.152306,0.0,1.152306,0.0
2020,J.D. McKissic,WAS,85.0,365.0,4.3,1.0,1.0,16.0,73.0,-52.0,-0.61,32.9,110.0,80.0,589.0,7.4,2.0,310.0,1.93,55.0,27.0,43.0,35.0,641.0,40.0,13.0,17.0,26.0,30.0,3.0,1.0,0.125,0.0118,0.0185,0.0,0.0,0.0,0.0182,0.0194,0.0,RB,00-0032602,1993-08-15,,,2016.0,2022.0,27.05,2020.0,2.0,4.969344,1.519677,2.484672,0.306
